category,subcategory,subsubcategory,name,description,price,reference_price,reference_unit,date
Perfumería e Higiene,Cosmética,Rostro,Contorno de ojos Retinol Correxion Line Smoothing Advanced Retinol Roc 15 ml.,15 ml,20.9,139.33,100ml,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Crema facial reafirmante anti-flacidez Firm + Lift Multi Correxion RoC 50 ml.,50 ml,31.9,63.8,100ml,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Crema iluminadora facial vitamina C SPF15 Clinians 50 ml.,50 ml,11.09,22.18,100ml,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Corrector de ojeras El Borrador nº 02 Nude Maybelline 1 ud.,,11.19,11.19,ud,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Corrector de ojeras e imperfecciones acabado natural pieles claras Fit Me tono 15 Fair Maybelline New York 1 ud.,,7.49,7.49,ud,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Crema de noche ácido hialurónico Clinians 50 ml.,50 ml,9.85,19.7,100ml,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Gel crema para contorno de ojos Hyaluronic + Vitamina B5 Olay 15 ml.,15 ml,31.7,211.33,100ml,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Sérum concentrado iluminador con vitamina C Clinians 30 ml,30 ml,11.85,39.5,100ml,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Crema contorno de ojos hidratante revitalizadora Niacinamida 24 + Vitamina E Olay 15 ml.,15 ml,31.2,208.0,100ml,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Sérum hidratante revitalizador sin perfume Niacinamida 24 + Vitamina E Olay 40 ml.,40 ml,34.7,86.75,100ml,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Crema facial hidratante SPF30 con ácido hialurónico Hydrate + Plump Multi Correxion RoC 50 ml.,50 ml,31.8,63.6,100ml,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Sérum facial de noche Retinol 24 Olay Regenerist 40 ml.,40 ml,33.3,83.25,100ml,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Crema contorno de ojos con vitamina B3_vitamina C y péptidos Vitamin B3 24 + Vitamin C Olay 15 ml,15 ml,33.6,224.0,100ml,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Spray fijador de maquillaje Pro Fix Revolution 1 ud.,,6.89,6.89,ud,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Base maquillaje líquida Facefinity All Day Flawless 3 In 1 SPF20 nº C80 Bronze Max Factor 1 ud.,,14.49,14.49,ud,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Roll-on facial antibrillos Coffe O'Clock Beter 1 ud.,,5.55,5.55,ud,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Crema de día antiarrugas con manteca de karité para pieles secas ecológica Nectar Of Bio 30 ml.,30 ml,4.09,13.63,100ml,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Crema facial de día FP30 con Q10 natural & creatina Q10 Power Antiarrugas + Firmeza Nivea 50 ml.,50 ml,13.09,26.18,100ml,2025-04-15
Perfumería e Higiene,Cosmética,Rostro,Crema hidratante para cara y cuerpo Care Nivea 400 ml.,400 ml,7.39,1.85,100ml,2025-04-15
Perfumería e Higiene,Cosmética,Estuches de baño y cosmética,Pack Nivea Q10 rutina antiedad: Crema de día antiarrugas FP15 50 ml y Crema de noche antiarrugas 50 ml.,Pack,17.95,17.95,ud,2025-04-15
Perfumería e Higiene,Cosmética,Estuches de baño y cosmética,Neceser de cosmética Martinelia 1 ud.,,2.49,2.49,ud,2025-04-15
Perfumería e Higiene,Cosmética,Estuches de baño y cosmética,Pack Babaria colageno crema facial 50 ml y serum 30 ml.,Pack,13.15,13.15,ud,2025-04-15
Perfumería e Higiene,Cosmética,Estuches de baño y cosmética,Neceser de cosméticos Sweet & Pretty IDC Institute 1 ud.,,3.69,3.69,ud,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza prosciutto Ristorante Dr. Oetker 340 g.,340 g,3.85,11.32,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza quattro formaggi Ristorante Dr. Oetker 340 g,340 g,3.85,11.32,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza 4 quesos Carrefour 340 g.,340 g,2.09,6.15,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pannini de jamón y queso Dr. Oetker 250 g.,250 g,3.35,13.4,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Piccolinis jamón y queso Buitoni 270 g.,270 g,4.15,15.37,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza prosciutto Carrefour 330 g.,330 g,2.09,6.33,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza speciale Ristorante Dr. Oetker 345 g,345 g,3.85,11.16,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza de atún Ristorante Dr. Oetker 355 g,355 g,3.85,10.85,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza barbacoa Ristorante Dr. Oetker 340 g,340 g,3.85,11.32,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pannini barbacoa Dr. Oetker 250 g.,250 g,3.35,13.4,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza boloñesa Carrefour 375 g.,375 g,2.25,6.0,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza de peperoni ahumado Carrefour 320 g.,320 g,2.25,7.03,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza Mozzarella Ristorante Dr. Oetker 355 g,355 g,3.85,11.49,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza de espinacas Ristorante Dr. Oetker 390 g,390 g,3.85,9.87,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza prosciutto Ristorante Dr. Oetker sin gluten sin lactosa 345 g.,345 g,4.79,13.88,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza de atún Carrefour 350 g.,350 g,2.25,6.43,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pannini 4 quesos Dr. Oetker 250 g.,250 g,3.35,13.4,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Mini pizzas de jamón y queso Carrefour 270 g.,270 g,2.65,9.81,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza boloñesa Ristorante Dr. Oetker 375 g,375 g,3.85,10.27,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza regina Carrefour 365 g.,365 g,2.25,6.16,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza Hawai Carrefour 350 g.,350 g,2.25,6.43,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Piccolinis 3 quesos Buitoni 270 g.,270 g,4.15,15.37,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza quattro formaggi Casa di Mama Dr. Oetker 410 g.,410 g,4.59,11.2,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza pancetta delicata Tradizionale Dr. Oetker 390 g,390 g,4.49,11.51,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza de pollo Carrefour 335 g.,335 g,2.25,6.72,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza prosciutto funghi Casa di Mama Dr. Oetker 405 g.,405 g,4.59,11.33,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza Barbacoa Forno di Pietra Buitoni 330 g.,330 g,3.65,11.06,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pannini bacon crispy Dr. Oetker 250 g.,250 g,3.35,13.4,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza barbacoa Carrefour 350 g.,350 g,2.09,5.97,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza vegetal Ristorante Dr. Oetker 385 g,385 g,3.85,10.0,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza mozzarella Ristorante Dr. Oetker sin gluten sin lactosa 370 g.,370 g,4.79,12.95,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza funghi Ristorante Dr. Oetker 365 g,365 g,3.85,10.55,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza hawaii Ristorante Dr. Oetker 355 g.,355 g,3.85,10.85,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza salame mozzarella pesto Ristorante Dr. Oetker 360 g.,360 g,3.85,10.69,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza de pepperoni Goodfella's 332 g.,332 g,3.99,12.02,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza tonno Casa di Mama Dr. Oetker 435 g,435 g,4.59,10.55,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza de pollo Ristorante Dr. Oetker 355 g,355 g,3.85,10.85,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Mini pizzas boloñesa Carrefour 270 g.,270 g,2.65,9.81,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza 4 quesos Rústica Dr. Oetker 555 g.,555 g,6.09,11.07,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza de mozzarella Carrefour 340 g.,340 g,2.09,6.15,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza quatrro formaggi Tradizionale 380 g,380 g,5.09,13.39,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza speciale Tradizionale Dr. Oetker 400 g.,400 g,4.49,11.22,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza de tocino_champiñones y queso Casa di Mama 407 g,407 g,4.85,11.92,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza especial Carrefour 350 g.,350 g,2.25,6.82,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza vegana margherita pomodori Ristorante Dr. Oetker 340 g,340 g,4.25,12.5,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza 4 quesos Carrefour 600 g.,600 g,4.65,8.02,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza de jamón y champiñones fina y crujiente Forno Di Pietra Buitoni 340 g.,340 g,3.65,10.74,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza prosciutto funghi grandissima Ristorante 580 g.,580 g,5.25,9.05,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza de jamón y queso Carrefour 580 g.,580 g,4.65,8.02,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza de atún fina y crujiente Forno di Pietra Buitoni 345 g.,345 g,3.65,10.58,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza mozzarella e pesto Tradizionale 385 g,385 g,4.49,11.66,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza prosciutto formaggi La Mia Grande Dr. Oetker 400 g.,400 g,5.89,14.72,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza margarita ecológica Carrefour Bio 310 g.,310 g,3.99,12.87,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza speciale Casa di Mama Dr. Oetker 415 g,415 g,4.99,12.02,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Piccolinis salame Buitoni 270 g.,270 g,4.85,17.96,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Pizza 4 formaggi La Mia Grande Dr. Oetker 400 g.,400 g,5.89,14.72,kg,2025-04-15
Congelados,Pizzas Congeladas,Pizzas Congeladas,Minipizza cremosa al jamón Buitoni 270 g.,270 g,4.15,15.37,kg,2025-04-15
Congelados,Helados,Bombón Helado,Bombón chocolate con leche almendras y vainilla Carefour 8 ud.,,4.25,0.53,ud,2025-04-15
Congelados,Helados,Bombón Helado,Mini bombón helado clásico y almendrado Carrefour Extra 8 ud.,,3.15,0.39,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado con chocolate blanco y galleta Collection Magnum 3 ud.,,5.55,1.85,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado de vainilla con almendras Magnum sin gluten 3 ud.,,4.95,1.65,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado Gold Caramel Billionaire Double Magnum 3 ud.,,5.39,1.8,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado chocolate Double Magnum 3 ud.,,5.25,1.75,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado mini Magnum Classic 6 ud.,,2.99,0.5,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón mini helado de vainilla Almond Magnum sin gluten 6 ud.,,5.29,0.88,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón Helado Magnum Classic 3 ud.,,2.99,1.0,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado Frac Magnum sin gluten 3 ud.,,4.89,1.63,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado Sunlover Double Magnum sin gluten 3 ud.,,5.45,1.82,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado chocolate blanco con almendras Carrefour 4 ud.,,1.91,5.97,kg,2025-04-15
Congelados,Helados,Bombón Helado,Bombón After Dinner Classic Magnun sin gluten 8 ud.,,5.35,0.67,ud,2025-04-15
Congelados,Helados,Bombón Helado,Mini bombón helado clásico_almendras y chocolate blanco Magnum sin gluten 10 ud,,7.95,0.79,ud,2025-04-15
Congelados,Helados,Bombón Helado,Helado Maxbon Mini Classic Nestle 6 Ud.,,5.99,1.0,ud,2025-04-15
Congelados,Helados,Bombón Helado,Mini bombón helado sabor pink lemonade Euphoria Magnum 3 ud.,,5.65,1.88,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado sabor nata y chocolate negro Black Carrefour 4 ud.,,3.39,0.85,ud,2025-04-15
Congelados,Helados,Bombón Helado,Helado Bombóm Magnum After Dinner Frac sin gluten 8 ud.,,5.35,0.67,ud,2025-04-15
Congelados,Helados,Bombón Helado,Mini bombón helado clásico_almendras y chocolate blanco Magnum sin gluten 6 ud,,5.29,0.88,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado Intense Dark 70% cacao Collection Magnum sin gluten 3 ud.,,5.29,1.76,ud,2025-04-15
Congelados,Helados,Bombón Helado,Mini bombón helado Intense Dark 70% cacao Collection Magnum 6 ud.,,6.25,1.04,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado de galleta caramelizada con chocolate blanco Lotus Biscoff 3 ud.,,4.89,1.63,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado chocolate con leche 6 ud.,,2.55,5.18,kg,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado de vainilla con almendras Magnum sin gluten 6 ud.,,7.25,1.21,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado Starchaser Double Magnum sin gluten 3 ud.,,5.45,1.82,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombones helados gold caramel billionaire Magnum 12 ud.,,5.59,0.47,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombones helados salted caramel & almond Magnum 12 ud.,,5.69,0.47,ud,2025-04-15
Congelados,Helados,Bombón Helado,Mini bombón helado de chocolate Double Magnum 6 ud.,,6.25,1.04,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado de galleta caramelizada Lotus Biscoff 3 ud.,,4.89,1.63,ud,2025-04-15
Congelados,Helados,Bombón Helado,Mini bombones helados clásico_almendras y chocolate blanco Bomboniera Magnum sin gluten 12 ud,,3.89,0.32,ud,2025-04-15
Congelados,Helados,Bombón Helado,Helado de fresa y nata Carrefour Classic' sin gluten 6 ud.,,2.39,0.4,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado salsa de chocolate Double Carrefour 4 ud.,,3.99,11.67,kg,2025-04-15
Congelados,Helados,Bombón Helado,Mini bombón helado Gold Caramel Billionaire Double Magnum 6 ud.,,6.55,1.09,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado de vainilla con chocolate blanco Magnum sin gluten 6 ud.,,7.25,1.21,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombones helados white chocolate & cookies Magnum 12 ud.,,5.59,0.47,ud,2025-04-15
Congelados,Helados,Bombón Helado,Mini bombón helado pop corn Sensation Carrefour sin gluten 6 ud,,2.29,0.38,ud,2025-04-15
Congelados,Helados,Bombón Helado,Mini bombón helado de coco con trocitos de almendras Sensation Carrefour 4 ud.,,3.89,0.97,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado classico_blanco y almendras Magnun sin gluten 6 ud,,7.59,1.26,ud,2025-04-15
Congelados,Helados,Bombón Helado,Bombón helado Kinder Chocolate 4 ud.,,4.45,1.11,ud,2025-04-15
Congelados,Helados,Bombón Helado,Helado mochi de coco Carrefour Sensation 6 ud.,,2.89,0.48,ud,2025-04-15
Congelados,Helados,Bombón Helado,Helado mochi de chocolate Carrefour Sensation 6 ud.,,2.89,0.48,ud,2025-04-15
Congelados,Helados,Sandwiches,Sandwich de nata Carrefour 6 ud.,,1.67,0.28,ud,2025-04-16
Congelados,Helados,Sandwiches,Sandwich de vainilla y chocolate Classic Carrefour 6 ud.,,1.88,0.31,ud,2025-04-16
Congelados,Helados,Sandwiches,Sandwich de nata Maxibon Classic Nestlé 4 ud.,,5.99,1.5,ud,2025-04-16
Congelados,Helados,Sandwiches,Sandwich Cookie Maxibon Nestlé 4 ud.,,5.99,1.5,ud,2025-04-16
Congelados,Helados,Sandwiches,Mini sandwich de nata con pepitas de chocolate Carrefour 6 ud.,,2.39,0.4,ud,2025-04-16
Congelados,Helados,Sandwiches,Sándwich cookie con helado de vainilla Carrefour Extra 4 ud.,,2.79,0.7,ud,2025-04-16
Congelados,Helados,Sandwiches,Helado Maxbon Mini Classic Nestle 6 Ud.,,5.99,1.0,ud,2025-04-16
Congelados,Helados,Sandwiches,Sandwich de nata con caramelo Maxibon Waffle Nestlé 4 ud.,,5.99,1.5,ud,2025-04-16
Congelados,Helados,Sandwiches,Mini sandwich sabor vainilla Sensation Carrefour 6 ud.,,3.09,0.51,ud,2025-04-16
Congelados,Helados,Sandwiches,Sándwich choco cookie con helado de chocolate Extra Carrefour 4 ud.,,2.79,0.7,ud,2025-04-16
Congelados,Helados,Sandwiches,Maxibon Jungly Blanco Nestlé 4 ud.,,6.49,1.62,ud,2025-04-16
Congelados,Helados,Sandwiches,Sandwich mini de nata y galleta Oreo 6 ud.,,4.99,0.83,ud,2025-04-16
Congelados,Helados,Sandwiches,Sandwich de nata Nordwik 5 ud.,,1.99,0.4,ud,2025-04-16
Congelados,Helados,Sandwiches,Sandwich Filipinos Cornetto 4 ud.,,6.35,1.59,ud,2025-04-16
Congelados,Helados,Sandwiches,Sandwich de nata Nestlé 6 ud.,,4.09,0.68,ud,2025-04-16
Congelados,Helados,Sandwiches,Sandwich de queso_galleta y frambuesa Maxibon Nestlé 4 ud,,7.19,1.8,ud,2025-04-16
Congelados,Helados,Sandwiches,Sandwich stick Oreo Milka 4 ud.,,5.75,1.44,ud,2025-04-16
Congelados,Helados,Sandwiches,Sandwich de yogurt con salsa de frutos rojos Carrefour Sensation 6 ud.,,2.35,0.39,ud,2025-04-16
Congelados,Helados,Sandwiches,Sandwich de soja Valsoia 8 ud.,,6.49,0.81,ud,2025-04-16
Congelados,Helados,Sandwiches,Snacking Snickers de chocolate blanco 5 ud.,,4.89,0.98,ud,2025-04-16
Congelados,Helados,Sandwiches,Helado con cacahuetes_caramelo blando cubierto con manteca de cacao Snickers White 5 uds,,4.39,0.88,ud,2025-04-16
Congelados,Helados,Sandwiches,Mini sandwich sabor pop corn Carrefour Sensation 6 ud.,,2.69,0.45,ud,2025-04-16
Congelados,Helados,Sandwiches,Cornetto Sandwich Filipinos Negros Heartbrand 4 ud.,,6.39,1.6,ud,2025-04-16
Congelados,Helados,Hielo,Hielo en cubitos Carrefour 2 kg.,2 kg,0.9,0.45,kg,2025-04-16
Congelados,Helados,Hielo,Hielo cocktail Carrefour 2 kg.,2 kg,1.3,0.65,kg,2025-04-16
Congelados,Helados,Hielo,Hielo en cubitos Carrefour Classic' 2 kg.,2 kg,0.9,0.45,kg,2025-04-16
Congelados,Helados,Frutas heladas,Fresas Carrefour Classic 650 g.,650 g,3.89,5.98,kg,2025-04-16
Congelados,Helados,Frutas heladas,Mango congelado Carrefour 450 g.,450 g,3.99,8.87,kg,2025-04-16
Congelados,Helados,Frutas heladas,Mix frutos rojos Carrefour 500 g.,500 g,2.75,5.5,kg,2025-04-16
Congelados,Helados,Frutas heladas,Arándanos Carrefour Classic 650 g.,650 g,4.45,6.85,kg,2025-04-16
Congelados,Helados,Frutas heladas,Frambuesas Carrefour Classic´ 500 g.,500 g,5.59,11.18,kg,2025-04-16
Congelados,Helados,Frutas heladas,Piña congelada Carrefour 450 g.,450 g,3.09,6.87,kg,2025-04-16
Congelados,Helados,Barquillos,Galletas para helados Mels 20 ud.,,0.48,13.71,kg,2025-04-16
Congelados,Helados,Barquillos,Cigarrillos de Tolosa De Nuestra Tierra 160 g.,160 g,3.95,24.69,kg,2025-04-16
Congelados,Helados,Barquillos,Tejas de Tolosa De Nuestra Tierra 150 g.,150 g,4.19,27.93,kg,2025-04-16
Congelados,Helados,Barquillos,Cigarrillos de Tolosa de chocolate De Nuestra Tierra 200 g.,200 g,4.99,24.95,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gambón extra grande crudo Carrefour 700 g.,700 g,9.89,14.13,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Langostino crudo Carrefour 800 g.,800 g,7.89,9.86,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gamba pelada grande Pescatrade 400 g,400 g,8.49,21.23,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gambón salvaje 2 kg,2 kg,21.9,10.95,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gamba cruda pequeña pelada Pescatrade 400 g,400 g,5.39,13.47,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gambón grande crudo Carrefour 1 kg.,1 kg,11.25,11.25,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gamba pelada cruda mediana Carrefour 360 g,360 g,7.89,21.92,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Langostino vannamei cocido 32/40 Carrefour Classic 800 g.,800 g,7.89,9.86,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Carne de Mejillón Cocida 275 g,275 g,2.35,8.55,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gamba blanca cruda congelado Carrefour Extra 400 g,400 g,7.35,18.37,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Camarón cocido pelado procedente de pesca sostenible Carrefour 200 g.,200 g,4.69,23.45,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gambas peladas grandes Carrefour extra 360 g,360 g,5.85,16.25,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Langostinos extra grandes crudos Carrefour 800 g,800 g,9.55,11.94,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gambón crudo grande Carrefour 2 kg.,2 kg,18.35,9.17,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gamba pelada congelada 90/110 Antonio y Ricardo 375 g.,375 g,5.95,15.87,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Colas peladas de gambón crudo Carrefour 250 g.,250 g,6.55,26.2,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Langostino extra grande cocido 24/32 Carrefour 800 g.,800 g,9.55,11.94,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Langostino vannamei cocido 30/40 piezas Carrefour Classic 400 g.,400 g,4.69,11.72,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gambón Krustasur 2 kg,2 kg,23.9,11.95,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gamba cocida Gambafresh 750 g.,750 g,12.25,16.33,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Bogavante crudo Chef del Mar 400 g aprox,400 g,15.89,39.72,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Langostino crudo congelado (30/40 ud) Pescatrade 900 g,900 g,10.95,12.17,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Langostino crudo congelado Pescatrade 1 kg,1 kg,9.95,11.06,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gamba cocida congelada 600 g,600 g,9.99,16.65,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gamba blanca cocida congelada Carrefour Extra 500 g,500 g,8.79,17.58,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gambón argentino pelado Mares del Sur 250 g.,250 g,8.39,33.56,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Buey de mar cocido 600 g,600 g,9.49,15.82,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Langostino extra crudo Pescanova 800 g.,800 g,12.69,15.86,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Navajas crudas procedente de pesca sostenible Carrefour 500 g.,500 g,6.45,12.9,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Carne de vieira cruda congelada Carrefour 400 g,400 g,13.49,42.16,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Langostino crudo ecológico congelado Carrefour Bio 700 g,700 g,9.39,13.41,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Langostino vannamei congelado Pescanova 180 g.,180 g,5.39,29.94,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Buey de mar cocido congelado Extra Carrefour 400 g.,400 g,7.35,18.37,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Langostinos blancos crudos congelados Gambafresh 750 g.,750 g,14.99,19.99,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Cigala cruda congelada Delfín 700 g.,700 g,20.5,29.29,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Langostino marfil 16/24 Carrefour Extra 800 g.,800 g,23.3,29.12,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Bocas de cangrejo africano crudas Carrefour Extra 500 g,500 g,9.85,19.7,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Langostino salvaje cocido 24/32 Carrefour Extra 800 g.,800 g,17.25,21.56,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Gamba blanca cruda Carrefour Extra 1 kg,1 kg,15.05,15.05,kg,2025-04-16
Congelados,Mariscos Congelados,Mariscos Congelados,Preparado de txangurro Carrefour 1 ud,,7.49,7.49,ud,2025-04-16
